Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,Waveform Type,ANALOG
-9.30e-04,0.0158547,0.0164859,,-9.30e-04,46.0938
-9.28e-04,0.0157219,0.0166984,,-9.28e-04,172.641
-9.26e-04,0.0155563,0.0166391,,-9.26e-04,53.125
-9.24e-04,0.0154406,0.0165172,,-9.24e-04,-3.125
-9.22e-04,0.0153531,0.0164891,,-9.22e-04,29.6875
-9.20e-04,0.0151938,0.0165047,,-9.20e-04,87.4844
-9.18e-04,0.01505,0.0164422,,-9.18e-04,40.625
-9.16e-04,0.0149234,0.01655,,-9.16e-04,117.188
-9.14e-04,0.0147531,0.0162031,,-9.14e-04,-88.2656
-9.12e-04,0.0146563,0.0162797,,-9.12e-04,86.7188
-9.10e-04,0.0145391,0.0164422,,-9.10e-04,139.828
-9.08e-04,0.0143969,0.0161609,,-9.08e-04,-69.5312
-9.06e-04,0.0143031,0.0162375,,-9.06e-04,85.1562
-9.04e-04,0.0141594,0.0161219,,-9.04e-04,14.0469
-9.02e-04,0.0140422,0.0160109,,-9.02e-04,3.10938
-9.00e-04,0.0138906,0.0161203,,-9.00e-04,130.469
-8.98e-04,0.0138438,0.0162406,,-8.98e-04,83.5938
-8.96e-04,0.0137031,0.0161953,,-8.96e-04,47.6406
-8.94e-04,0.0135844,0.0160219,,-8.94e-04,-27.3281
-8.92e-04,0.0134484,0.0160609,,-8.92e-04,87.4844
-8.90e-04,0.0134172,0.0161312,,-8.90e-04,50.7812
-8.88e-04,0.0132203,0.0158219,,-8.88e-04,-56.2344
-8.86e-04,0.0131453,0.0156766,,-8.86e-04,-35.1562
-8.84e-04,0.0131344,0.0159125,,-8.84e-04,123.422
-8.82e-04,0.0129469,0.0158,,-8.82e-04,37.5
-8.80e-04,0.0128953,0.0156984,,-8.80e-04,-25
-8.78e-04,0.0127437,0.0157188,,-8.78e-04,85.9375
-8.76e-04,0.0127047,0.0157109,,-8.76e-04,15.625
-8.74e-04,0.0126047,0.0154469,,-8.74e-04,-82.0312
-8.72e-04,0.0124922,0.0155609,,-8.72e-04,113.266
-8.70e-04,0.0123938,0.0155016,,-8.70e-04,19.5312
-8.68e-04,0.0123344,0.0155125,,-8.68e-04,35.1562
-8.66e-04,0.0122656,0.0153672,,-8.66e-04,-38.2656
-8.64e-04,0.0121719,0.0154016,,-8.64e-04,64.0469
-8.62e-04,0.0120422,0.0153844,,-8.62e-04,56.2344
-8.60e-04,0.0120187,0.0153672,,-8.60e-04,3.125
-8.58e-04,0.0119156,0.0152375,,-8.58e-04,-13.2812
-8.56e-04,0.0118109,0.0151,,-8.56e-04,-16.3906
-8.54e-04,0.0117609,0.0152531,,-8.54e-04,101.562
-8.52e-04,0.0116422,0.0150797,,-8.52e-04,-27.3438
-8.50e-04,0.0115766,0.0151266,,-8.50e-04,56.25
-8.48e-04,0.0115875,0.0151734,,-8.48e-04,17.9531
-8.46e-04,0.0114578,0.014975,,-8.46e-04,-34.3594
-8.44e-04,0.0113406,0.0149438,,-8.44e-04,42.9531
-8.42e-04,0.0112953,0.0148234,,-8.42e-04,-37.5
-8.40e-04,0.0111625,0.0148922,,-8.40e-04,100.781
-8.38e-04,0.0111313,0.0149734,,-8.38e-04,56.25
-8.36e-04,0.0110469,0.0147906,,-8.36e-04,-49.2188
-8.34e-04,0.0109531,0.0147859,,-8.34e-04,44.5156
-8.32e-04,0.0109344,0.0147656,,-8.32e-04,-0.765625
-8.30e-04,0.0108797,0.0147516,,-8.30e-04,20.3125
-8.28e-04,0.0107828,0.0147359,,-8.28e-04,40.6094
-8.26e-04,0.0107125,0.014475,,-8.26e-04,-95.2969
-8.24e-04,0.0106219,0.0145125,,-8.24e-04,64.0469
-8.22e-04,0.0105578,0.0144437,,-8.22e-04,-2.32812
-8.20e-04,0.0105297,0.01445,,-8.20e-04,17.1875
-8.18e-04,0.0103859,0.0142859,,-8.18e-04,-10.1406
-8.16e-04,0.0103469,0.0144391,,-8.16e-04,96.0781
-8.14e-04,0.0103047,0.0142875,,-8.14e-04,-54.6875
-8.12e-04,0.0102438,0.0143609,,-8.12e-04,67.1875
-8.10e-04,0.0101219,0.0142953,,-8.10e-04,28.1094
-8.08e-04,0.0100891,0.0140672,,-8.08e-04,-97.6406
-8.06e-04,0.0100047,0.0140469,,-8.06e-04,32.0312
-8.04e-04,0.00991875,0.0139453,,-8.04e-04,-7.8125
-8.02e-04,0.0099,0.0140266,,-8.02e-04,49.9844
-8.00e-04,0.00982344,0.0139109,,-8.00e-04,-19.5156
-7.98e-04,0.00976406,0.0140984,,-7.98e-04,123.438
-7.96e-04,0.00974063,0.0138063,,-7.96e-04,-134.375
-7.94e-04,0.00965938,0.0137281,,-7.94e-04,1.5625
-7.92e-04,0.00959219,0.0138281,,-7.92e-04,83.5781
-7.90e-04,0.00948594,0.0137453,,-7.90e-04,11.7188
-7.88e-04,0.00942969,0.0136125,,-7.88e-04,-38.2812
-7.86e-04,0.00940938,0.0137922,,-7.86e-04,99.9844
-7.84e-04,0.00935,0.0136109,,-7.84e-04,-60.9375
-7.82e-04,0.0092625,0.0135563,,-7.82e-04,16.4062
-7.80e-04,0.00920625,0.0134953,,-7.80e-04,-2.34375
-7.78e-04,0.00917656,0.0133719,,-7.78e-04,-46.875
-7.76e-04,0.00914063,0.0134516,,-7.76e-04,57.8125
-7.74e-04,0.00907969,0.0133438,,-7.74e-04,-23.4375
-7.72e-04,0.00904844,0.0134438,,-7.72e-04,65.6094
-7.70e-04,0.00893125,0.0131484,,-7.70e-04,-89.0469
-7.68e-04,0.008925,0.0131641,,-7.68e-04,10.9219
-7.66e-04,0.00886094,0.0131141,,-7.66e-04,7.03125
-7.64e-04,0.00884531,0.0130484,,-7.64e-04,-24.9844
-7.62e-04,0.00879844,0.0131172,,-7.62e-04,57.7969
-7.60e-04,0.00868906,0.0129625,,-7.60e-04,-22.6406
-7.58e-04,0.00866719,0.0127625,,-7.58e-04,-89.0469
-7.56e-04,0.00866562,0.0128438,,-7.56e-04,41.3906
-7.54e-04,0.008525,0.0126688,,-7.54e-04,-17.1875
-7.52e-04,0.00851563,0.0128359,,-7.52e-04,88.2812
-7.50e-04,0.00851094,0.0126172,,-7.50e-04,-107.031
-7.48e-04,0.00842969,0.0126359,,-7.48e-04,49.9844
-7.46e-04,0.00838438,0.0127609,,-7.46e-04,85.1406
-7.44e-04,0.0082875,0.0126719,,-7.44e-04,3.90625
-7.42e-04,0.00825625,0.0125531,,-7.42e-04,-43.75
-7.40e-04,0.00820625,0.0125672,,-7.40e-04,32.0312
-7.38e-04,0.0081875,0.0124859,,-7.38e-04,-31.25
-7.36e-04,0.00812656,0.0124063,,-7.36e-04,-9.35938
-7.34e-04,0.00806875,0.0123078,,-7.34e-04,-20.3125
-7.32e-04,0.00804375,0.0123609,,-7.32e-04,39.0625
-7.30e-04,0.00797344,0.0122969,,-7.30e-04,3.125
-7.28e-04,0.007975,0.0122125,,-7.28e-04,-42.9688
-7.26e-04,0.0079125,0.0122141,,-7.26e-04,32.0312
-7.24e-04,0.00786875,0.0121031,,-7.24e-04,-33.5938
-7.22e-04,0.00782344,0.0119359,,-7.22e-04,-60.9375
-7.20e-04,0.00781875,0.0119625,,-7.20e-04,15.625
-7.18e-04,0.00776875,0.0120156,,-7.18e-04,51.5625
-7.16e-04,0.00772344,0.0119813,,-7.16e-04,5.45312
-7.14e-04,0.0076375,0.0119328,,-7.14e-04,18.75
-7.12e-04,0.00763906,0.0118734,,-7.12e-04,-30.4688
-7.10e-04,0.00758594,0.0117781,,-7.10e-04,-21.0938
-7.08e-04,0.00750625,0.0117609,,-7.08e-04,31.2344
-7.06e-04,0.00744688,0.0115797,,-7.06e-04,-60.9219
-7.04e-04,0.00746719,0.0118234,,-7.04e-04,111.719
-7.02e-04,0.00737813,0.0116625,,-7.02e-04,-35.9219
-7.00e-04,0.00741094,0.0115578,,-7.00e-04,-68.75
-6.98e-04,0.007325,0.0116234,,-6.98e-04,75.7656
-6.96e-04,0.00725625,0.0115375,,-6.96e-04,-8.57812
-6.94e-04,0.00727344,0.0115688,,-6.94e-04,7.01562
-6.92e-04,0.00724688,0.0112813,,-6.92e-04,-130.453
-6.90e-04,0.00720469,0.0115469,,-6.90e-04,153.906
-6.88e-04,0.00710625,0.0112234,,-6.88e-04,-112.5
-6.86e-04,0.00712031,0.0111781,,-6.86e-04,-29.6719
-6.84e-04,0.00709844,0.0112016,,-6.84e-04,22.6406
-6.82e-04,0.00703281,0.0110422,,-6.82e-04,-46.875
-6.80e-04,0.00702188,0.0111766,,-6.80e-04,72.6562
-6.78e-04,0.00704375,0.0111031,,-6.78e-04,-47.6562
-6.76e-04,0.00696406,0.0109281,,-6.76e-04,-47.6406
-6.74e-04,0.00694844,0.0109359,,-6.74e-04,11.7031
-6.72e-04,0.00686563,0.0108594,,-6.72e-04,3.125
-6.70e-04,0.00682969,0.0107391,,-6.70e-04,-42.1875
-6.68e-04,0.00682031,0.0107313,,-6.68e-04,0.78125
-6.66e-04,0.00671563,0.0108094,,-6.66e-04,91.3906
-6.64e-04,0.00676562,0.0106969,,-6.64e-04,-81.2344
-6.62e-04,0.00672813,0.0107266,,-6.62e-04,33.5938
-6.60e-04,0.00665,0.0106578,,-6.60e-04,4.67188
-6.58e-04,0.00664219,0.0105969,,-6.58e-04,-26.5469
-6.56e-04,0.0066,0.0105422,,-6.56e-04,-6.25
-6.54e-04,0.00656875,0.0105078,,-6.54e-04,-1.54688
-6.52e-04,0.00651563,0.0105109,,-6.52e-04,28.1094
-6.50e-04,0.00653906,0.0104469,,-6.50e-04,-43.7344
-6.48e-04,0.00650469,0.0104047,,-6.48e-04,-3.89062
-6.46e-04,0.00647656,0.0104781,,-6.46e-04,50.7812
-6.44e-04,0.00645469,0.0103375,,-6.44e-04,-59.375
-6.42e-04,0.00641563,0.0103156,,-6.42e-04,8.59375
-6.40e-04,0.00638906,0.0102,,-6.40e-04,-44.5156
-6.38e-04,0.00631875,0.0102156,,-6.38e-04,42.9531
-6.36e-04,0.00630937,0.0100156,,-6.36e-04,-95.3125
-6.34e-04,0.00628906,0.0101891,,-6.34e-04,96.875
-6.32e-04,0.00618281,0.00994375,,-6.32e-04,-69.5312
-6.30e-04,0.00619219,0.0101031,,-6.30e-04,74.9844
-6.28e-04,0.00619062,0.0100031,,-6.28e-04,-49.2031
-6.26e-04,0.00615469,0.00997344,,-6.26e-04,3.10938
-6.24e-04,0.00611563,0.00994219,,-6.24e-04,3.90625
-6.22e-04,0.006125,0.00986094,,-6.22e-04,-45.3125
-6.20e-04,0.00608906,0.00991406,,-6.20e-04,44.5312
-6.18e-04,0.00610156,0.0097125,,-6.18e-04,-107.031
-6.16e-04,0.00605469,0.00974063,,-6.16e-04,37.5
-6.14e-04,0.00599375,0.00970781,,-6.14e-04,14.0625
-6.12e-04,0.00599688,0.00964531,,-6.12e-04,-32.8125
-6.10e-04,0.00600781,0.00957812,,-6.10e-04,-39.0625
-6.08e-04,0.00593125,0.0095625,,-6.08e-04,30.4531
-6.06e-04,0.00592813,0.0095375,,-6.06e-04,-10.9219
-6.04e-04,0.00591406,0.0096125,,-6.04e-04,44.5156
-6.02e-04,0.00590625,0.0095625,,-6.02e-04,-21.0938
-6.00e-04,0.00584375,0.00938438,,-6.00e-04,-57.7969
-5.98e-04,0.00582188,0.00936719,,-5.98e-04,2.34375
-5.96e-04,0.00577031,0.00930625,,-5.96e-04,-4.6875
-5.94e-04,0.00573437,0.00926563,,-5.94e-04,-2.32812
-5.92e-04,0.00577813,0.00923125,,-5.92e-04,-39.0625
-5.90e-04,0.00571406,0.00917031,,-5.90e-04,1.5625
-5.88e-04,0.00564531,0.00920938,,-5.88e-04,53.9062
-5.86e-04,0.00561719,0.00905,,-5.86e-04,-65.625
-5.84e-04,0.00564844,0.009,,-5.84e-04,-40.6094
-5.82e-04,0.00561875,0.00906406,,-5.82e-04,46.8594
-5.80e-04,0.0056125,0.00912031,,-5.80e-04,31.25
-5.78e-04,0.00551875,0.00900156,,-5.78e-04,-12.5
-5.76e-04,0.00561094,0.00894531,,-5.76e-04,-74.2188
-5.74e-04,0.00554219,0.00884688,,-5.74e-04,-14.8281
-5.72e-04,0.00546875,0.0087625,,-5.72e-04,-5.46875
-5.70e-04,0.005475,0.00869063,,-5.70e-04,-39.0469
-5.68e-04,0.00541719,0.00867969,,-5.68e-04,23.4375
-5.66e-04,0.00537344,0.00877656,,-5.66e-04,70.2969
-5.64e-04,0.00540156,0.0087,,-5.64e-04,-52.3281
-5.62e-04,0.00540312,0.00860781,,-5.62e-04,-46.8594
-5.60e-04,0.00530625,0.00851875,,-5.60e-04,3.89062
-5.58e-04,0.00529063,0.00848906,,-5.58e-04,-7.03125
-5.56e-04,0.00532969,0.00853906,,-5.56e-04,5.45312
-5.54e-04,0.00535,0.0086,,-5.54e-04,20.2969
-5.52e-04,0.0052375,0.00853281,,-5.52e-04,22.6562
-5.50e-04,0.00526094,0.00839375,,-5.50e-04,-81.2344
-5.48e-04,0.00518906,0.00834219,,-5.48e-04,10.1562
-5.46e-04,0.00521094,0.00841563,,-5.46e-04,25.7656
-5.44e-04,0.00514844,0.00824531,,-5.44e-04,-53.8906
-5.42e-04,0.00512812,0.00838594,,-5.42e-04,80.4688
-5.40e-04,0.00515469,0.00833281,,-5.40e-04,-39.8438
-5.38e-04,0.00517031,0.00809375,,-5.38e-04,-127.328
-5.36e-04,0.00513281,0.00803594,,-5.36e-04,-10.1562
-5.34e-04,0.00504531,0.0081625,,-5.34e-04,107.016
-5.32e-04,0.00503281,0.00793438,,-5.32e-04,-107.797
-5.30e-04,0.00507969,0.00783281,,-5.30e-04,-74.2031
-5.28e-04,0.00505,0.00791563,,-5.28e-04,56.2344
-5.26e-04,0.0049875,0.00780313,,-5.26e-04,-25
-5.24e-04,0.00501563,0.0079125,,-5.24e-04,40.6094
-5.22e-04,0.00496094,0.00786406,,-5.22e-04,3.125
-5.20e-04,0.00495,0.00779219,,-5.20e-04,-30.4531
-5.18e-04,0.00495938,0.00779531,,-5.18e-04,-3.125
-5.16e-04,0.0048875,0.00766563,,-5.16e-04,-28.8906
-5.14e-04,0.00487969,0.00756719,,-5.14e-04,-45.3125
-5.12e-04,0.00487031,0.00752031,,-5.12e-04,-18.7344
-5.10e-04,0.00484844,0.00756875,,-5.10e-04,35.1406
-5.08e-04,0.00482812,0.00767031,,-5.08e-04,60.9375
-5.06e-04,0.00478438,0.00744844,,-5.06e-04,-89.0625
-5.04e-04,0.00471406,0.007575,,-5.04e-04,98.4375
-5.02e-04,0.00475625,0.00748125,,-5.02e-04,-67.9531
-5.00e-04,0.00641719,0.0076375,,-5.00e-04, -inf
-4.98e-04,0.00687969,0.00755469,,-4.98e-04,-272.641
-4.96e-04,0.0072125,0.00762188,,-4.96e-04,-132.812
-4.94e-04,0.00748906,0.00755312,,-4.94e-04,-172.641
-4.92e-04,0.00784063,0.00764688,,-4.92e-04,-128.906
-4.90e-04,0.00812344,0.00754688,,-4.90e-04,-191.391
-4.88e-04,0.00834844,0.0077375,,-4.88e-04,-17.1719
-4.86e-04,0.00863125,0.0077375,,-4.86e-04,-141.406
-4.84e-04,0.00887813,0.0074875,,-4.84e-04,-248.438
-4.82e-04,0.00916563,0.00759219,,-4.82e-04,-91.3906
-4.80e-04,0.00937813,0.00750313,,-4.80e-04,-150.781
-4.78e-04,0.00964062,0.00762813,,-4.78e-04,-68.7344
-4.76e-04,0.00990313,0.00755156,,-4.76e-04,-169.531
-4.74e-04,0.0100516,0.00756719,,-4.74e-04,-66.3906
-4.72e-04,0.0104016,0.00760781,,-4.72e-04,-154.688
-4.70e-04,0.0106078,0.00770156,,-4.70e-04,-56.2344
-4.68e-04,0.0107656,0.00755469,,-4.68e-04,-152.328
-4.66e-04,0.0110266,0.00767813,,-4.66e-04,-68.75
-4.64e-04,0.0112984,0.00755938,,-4.64e-04,-195.297
-4.62e-04,0.0114828,0.00747813,,-4.62e-04,-132.797
-4.60e-04,0.0116172,0.0075375,,-4.60e-04,-37.5
-4.58e-04,0.0118047,0.0075125,,-4.58e-04,-106.234
-4.56e-04,0.0120219,0.00762344,,-4.56e-04,-53.125
-4.54e-04,0.0121969,0.00769531,,-4.54e-04,-51.5625
-4.52e-04,0.0123531,0.00773438,,-4.52e-04,-58.5938
-4.50e-04,0.0125234,0.00775469,,-4.50e-04,-74.9844
-4.48e-04,0.0127656,0.00793438,,-4.48e-04,-31.2344
-4.46e-04,0.0129266,0.0077875,,-4.46e-04,-153.891
-4.44e-04,0.0130797,0.00779219,,-4.44e-04,-74.2188
-4.42e-04,0.0132625,0.00781875,,-4.42e-04,-78.125
-4.40e-04,0.0134125,0.00774063,,-4.40e-04,-114.062
-4.38e-04,0.0136297,0.00793281,,-4.38e-04,-12.4844
-4.36e-04,0.0138359,0.00793438,,-4.36e-04,-102.328
-4.34e-04,0.0139313,0.00783906,,-4.34e-04,-95.2969
-4.32e-04,0.0141547,0.00793125,,-4.32e-04,-65.625
-4.30e-04,0.0143016,0.00782813,,-4.30e-04,-124.984
-4.28e-04,0.0144703,0.00795625,,-4.28e-04,-20.3125
-4.26e-04,0.0146281,0.00783594,,-4.26e-04,-139.062
-4.24e-04,0.0147516,0.0079875,,-4.24e-04,14.0625
-4.22e-04,0.0149469,0.00802031,,-4.22e-04,-81.25
-4.20e-04,0.0150969,0.00797344,,-4.20e-04,-98.4375
-4.18e-04,0.0152906,0.0082,,-4.18e-04,16.4062
-4.16e-04,0.0154313,0.00816406,,-4.16e-04,-88.2812
-4.14e-04,0.0155516,0.00820156,,-4.14e-04,-41.3906
-4.12e-04,0.0156312,0.00801406,,-4.12e-04,-133.594
-4.10e-04,0.0157922,0.00807656,,-4.10e-04,-49.2031
-4.08e-04,0.0160047,0.00825938,,-4.08e-04,-14.8281
-4.06e-04,0.0161391,0.00820625,,-4.06e-04,-93.75
-4.04e-04,0.0162516,0.00823594,,-4.04e-04,-41.3906
-4.02e-04,0.0163734,0.00828906,,-4.02e-04,-34.3594
-4.00e-04,0.0165688,0.00834063,,-4.00e-04,-71.8594
-3.98e-04,0.0166203,0.00845313,,-3.98e-04,30.4531
-3.96e-04,0.0167672,0.00856563,,-3.96e-04,-17.1719
-3.94e-04,0.0169516,0.00835,,-3.94e-04,-200
-3.92e-04,0.0170422,0.00853438,,-3.92e-04,46.875
-3.90e-04,0.0171891,0.00859063,,-3.90e-04,-45.3125
-3.88e-04,0.0172766,0.00851563,,-3.88e-04,-81.25
-3.86e-04,0.017425,0.00874063,,-3.86e-04,38.2812
-3.84e-04,0.0175844,0.00859531,,-3.84e-04,-152.344
-3.82e-04,0.0177,0.00866719,,-3.82e-04,-21.8594
-3.80e-04,0.0178234,0.00873281,,-3.80e-04,-28.8906
-3.78e-04,0.01785,0.00877813,,-3.78e-04,9.35938
-3.76e-04,0.0179625,0.008625,,-3.76e-04,-132.812
-3.74e-04,0.0181156,0.00889219,,-3.74e-04,57.0312
-3.72e-04,0.0182672,0.00899844,,-3.72e-04,-22.6562
-3.70e-04,0.0183016,0.00876563,,-3.70e-04,-133.594
-3.68e-04,0.0184484,0.008925,,-3.68e-04,6.23438
-3.66e-04,0.0185516,0.00912344,,-3.66e-04,47.6406
-3.64e-04,0.0186063,0.00909375,,-3.64e-04,-42.1719
-3.62e-04,0.0187688,0.00909062,,-3.62e-04,-82.8125
-3.60e-04,0.0188328,0.00902188,,-3.60e-04,-66.3906
-3.58e-04,0.0189344,0.00924844,,-3.58e-04,62.5
-3.56e-04,0.0190047,0.00921406,,-3.56e-04,-52.3281
-3.54e-04,0.0191094,0.00926094,,-3.54e-04,-28.9062
-3.52e-04,0.0191641,0.00925781,,-3.52e-04,-28.9062
-3.50e-04,0.0192672,0.00931719,,-3.50e-04,-21.8594
-3.48e-04,0.0193531,0.00930781,,-3.48e-04,-47.6406
-3.46e-04,0.0194391,0.009375,,-3.46e-04,-9.375
-3.44e-04,0.0195703,0.00944063,,-3.44e-04,-32.7969
-3.42e-04,0.0196391,0.00938125,,-3.42e-04,-64.0469
-3.40e-04,0.0197172,0.00950469,,-3.40e-04,22.6406
-3.38e-04,0.0198484,0.00963125,,-3.38e-04,-2.32812
-3.36e-04,0.0199453,0.00967187,,-3.36e-04,-28.125
-3.34e-04,0.0199938,0.00973281,,-3.34e-04,6.25
-3.32e-04,0.0200719,0.00963281,,-3.32e-04,-89.0625
-3.30e-04,0.0201891,0.00971719,,-3.30e-04,-16.3906
-3.28e-04,0.0202281,0.00991406,,-3.28e-04,78.8906
-3.26e-04,0.0202969,0.00986094,,-3.26e-04,-60.9375
-3.24e-04,0.0204078,0.00976562,,-3.24e-04,-103.125
-3.22e-04,0.0204875,0.0100141,,-3.22e-04,84.375
-3.20e-04,0.0206,0.0100547,,-3.20e-04,-35.9219
-3.18e-04,0.0205953,0.0100438,,-3.18e-04,-3.10938
-3.16e-04,0.0206922,0.0101188,,-3.16e-04,-10.9219
-3.14e-04,0.0207859,0.0101547,,-3.14e-04,-28.9062
-3.12e-04,0.020825,0.0102406,,-3.12e-04,23.4375
-3.10e-04,0.0209172,0.0102859,,-3.10e-04,-23.4375
-3.08e-04,0.0209984,0.0104313,,-3.08e-04,32.0156
-3.06e-04,0.0210453,0.0102422,,-3.06e-04,-117.969
-3.04e-04,0.0211453,0.0105438,,-3.04e-04,100.766
-3.02e-04,0.0212672,0.0104297,,-3.02e-04,-117.969
-3.00e-04,0.0213109,0.0105484,,-3.00e-04,37.5
-2.98e-04,0.0214109,0.0107078,,-2.98e-04,29.6875
-2.96e-04,0.0214703,0.0106781,,-2.96e-04,-44.5312
-2.94e-04,0.0215078,0.0107672,,-2.94e-04,25.7656
-2.92e-04,0.0215266,0.0108094,,-2.92e-04,11.7188
-2.90e-04,0.0216594,0.0106734,,-2.90e-04,-134.359
-2.88e-04,0.0216859,0.0107063,,-2.88e-04,3.125
-2.86e-04,0.0217797,0.0108484,,-2.86e-04,24.2031
-2.84e-04,0.0218359,0.0107437,,-2.84e-04,-80.4531
-2.82e-04,0.0218906,0.0108984,,-2.82e-04,49.9844
-2.80e-04,0.0219844,0.0109531,,-2.80e-04,-19.5312
-2.78e-04,0.0220203,0.0112,,-2.78e-04,105.469
-2.76e-04,0.0220297,0.0110219,,-2.76e-04,-93.75
-2.74e-04,0.0221344,0.0111813,,-2.74e-04,27.3438
-2.72e-04,0.0221797,0.0112922,,-2.72e-04,32.7969
-2.70e-04,0.0221906,0.011075,,-2.70e-04,-114.047
-2.68e-04,0.0223344,0.0112,,-2.68e-04,-9.35938
-2.66e-04,0.0223719,0.0113094,,-2.66e-04,35.9219
-2.64e-04,0.0224188,0.0113641,,-2.64e-04,3.90625
-2.62e-04,0.0224672,0.0113953,,-2.62e-04,-8.59375
-2.60e-04,0.0225188,0.0115188,,-2.60e-04,35.9219
-2.58e-04,0.0226234,0.0115906,,-2.58e-04,-16.3906
-2.56e-04,0.0226719,0.0114656,,-2.56e-04,-86.7188
-2.54e-04,0.0227047,0.0116516,,-2.54e-04,76.5625
-2.52e-04,0.0227172,0.0117781,,-2.52e-04,57.0156
-2.50e-04,0.0228203,0.0116922,,-2.50e-04,-94.5312
-2.48e-04,0.0228109,0.0118,,-2.48e-04,58.5781
-2.46e-04,0.0229344,0.0119422,,-2.46e-04,9.375
-2.44e-04,0.02295,0.0118781,,-2.44e-04,-39.8281
-2.42e-04,0.0229406,0.0118984,,-2.42e-04,14.8438
-2.40e-04,0.0230234,0.0119625,,-2.40e-04,-9.375
-2.38e-04,0.0230688,0.0120187,,-2.38e-04,5.45312
-2.36e-04,0.0231594,0.0120531,,-2.36e-04,-28.1094
-2.34e-04,0.023225,0.0121063,,-2.34e-04,-6.25
-2.32e-04,0.0232094,0.0122031,,-2.32e-04,56.25
-2.30e-04,0.0233047,0.01235,,-2.30e-04,25.7656
-2.28e-04,0.0233328,0.012375,,-2.28e-04,-1.5625
-2.26e-04,0.0234359,0.0124469,,-2.26e-04,-15.625
-2.24e-04,0.0234359,0.0122984,,-2.24e-04,-74.2031
-2.22e-04,0.0235156,0.0123594,,-2.22e-04,-9.35938
-2.20e-04,0.0235063,0.0122938,,-2.20e-04,-28.1094
-2.18e-04,0.0235453,0.0123844,,-2.18e-04,25.7812
-2.16e-04,0.0236516,0.0127188,,-2.16e-04,114.047
-2.14e-04,0.0236312,0.0127031,,-2.14e-04,2.32812
-2.12e-04,0.023675,0.0126922,,-2.12e-04,-27.3281
-2.10e-04,0.0237297,0.0128516,,-2.10e-04,52.3281
-2.08e-04,0.0237844,0.0127484,,-2.08e-04,-78.8906
