Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,,Waveform Type,ANALOG
-7.240e-04,0.0073375,0.0137234,-0.00278125,,-7.240e-04,0.525938
-7.220e-04,0.00729688,0.0138484,-0.00278125,,-7.220e-04,0.525234
-7.200e-04,0.00725938,0.0138688,-0.00278125,,-7.200e-04,0.523828
-7.180e-04,0.00723125,0.0137547,-0.00265625,,-7.180e-04,0.526875
-7.160e-04,0.00717813,0.013775,-0.00234375,,-7.160e-04,0.528516
-7.140e-04,0.00713438,0.0137141,-0.00275,,-7.140e-04,0.530781
-7.120e-04,0.0071,0.0135359,-0.00346875,,-7.120e-04,0.526719
-7.100e-04,0.00705156,0.0135156,-0.00340625,,-7.100e-04,0.528984
-7.080e-04,0.007025,0.0135203,-0.00309375,,-7.080e-04,0.531484
-7.060e-04,0.00703125,0.0134719,-0.00290625,,-7.060e-04,0.533828
-7.040e-04,0.00695781,0.0134172,-0.0029375,,-7.040e-04,0.535469
-7.020e-04,0.00694375,0.0133422,-0.00325,,-7.020e-04,0.532969
-7.000e-04,0.00691719,0.0133172,-0.00334375,,-7.000e-04,0.534219
-6.980e-04,0.00687031,0.0131062,-0.00325,,-6.980e-04,0.537344
-6.960e-04,0.00685781,0.0130563,-0.00365625,,-6.960e-04,0.533281
-6.940e-04,0.00681563,0.01295,-0.0030625,,-6.940e-04,0.533359
-6.920e-04,0.00679531,0.0128047,-0.00309375,,-6.920e-04,0.527734
-6.900e-04,0.00677969,0.0127813,-0.00290625,,-6.900e-04,0.534844
-6.880e-04,0.00672344,0.0127891,-0.00315625,,-6.880e-04,0.528828
-6.860e-04,0.00672031,0.0128078,-0.0030625,,-6.860e-04,0.532891
-6.840e-04,0.00668594,0.0129219,-0.00309375,,-6.840e-04,0.52375
-6.820e-04,0.00665,0.0127688,-0.00334375,,-6.820e-04,0.523047
-6.800e-04,0.00662188,0.0126594,-0.00346875,,-6.800e-04,0.518906
-6.780e-04,0.00660469,0.0128219,-0.003,,-6.780e-04,0.519219
-6.760e-04,0.00657188,0.0127797,-0.00325,,-6.760e-04,0.518281
-6.740e-04,0.00654063,0.0127563,-0.003,,-6.740e-04,0.521641
-6.720e-04,0.00650469,0.0129422,-0.00325,,-6.720e-04,0.529609
-6.700e-04,0.00648438,0.0128859,-0.00325,,-6.700e-04,0.524609
-6.680e-04,0.00645938,0.0127328,-0.003875,,-6.680e-04,0.525156
-6.660e-04,0.00640938,0.0126047,-0.0031875,,-6.660e-04,0.517578
-6.640e-04,0.00637813,0.0125406,-0.0029375,,-6.640e-04,0.523047
-6.620e-04,0.00635,0.0124031,-0.00334375,,-6.620e-04,0.524531
-6.600e-04,0.00634219,0.0123469,-0.0033125,,-6.600e-04,0.526719
-6.580e-04,0.00632188,0.0123172,-0.00325,,-6.580e-04,0.525938
-6.560e-04,0.00630156,0.0123203,-0.0035625,,-6.560e-04,0.524609
-6.540e-04,0.00626094,0.0121438,-0.00315625,,-6.540e-04,0.522969
-6.520e-04,0.00625313,0.0120578,-0.00334375,,-6.520e-04,0.526016
-6.500e-04,0.00621094,0.0120453,-0.00309375,,-6.500e-04,0.518672
-6.480e-04,0.0062,0.0120328,-0.00315625,,-6.480e-04,0.518047
-6.460e-04,0.00617031,0.0119516,-0.00309375,,-6.460e-04,0.511875
-6.440e-04,0.00615,0.0119109,-0.0030625,,-6.440e-04,0.518125
-6.420e-04,0.00613438,0.0120156,-0.00278125,,-6.420e-04,0.514375
-6.400e-04,0.00611094,0.0121422,-0.003,,-6.400e-04,0.513047
-6.380e-04,0.00607344,0.0121172,-0.00275,,-6.380e-04,0.508828
-6.360e-04,0.00603281,0.0120328,-0.00315625,,-6.360e-04,0.509687
-6.340e-04,0.00602813,0.0121188,-0.00315625,,-6.340e-04,0.506484
-6.320e-04,0.00598906,0.0119641,-0.00325,,-6.320e-04,0.5
-6.300e-04,0.00598281,0.0118859,-0.0035,,-6.300e-04,0.503828
-6.280e-04,0.00594687,0.0117328,-0.00365625,,-6.280e-04,0.506953
-6.260e-04,0.00591094,0.0117813,-0.00340625,,-6.260e-04,0.511406
-6.240e-04,0.00589063,0.0118063,-0.00340625,,-6.240e-04,0.514531
-6.220e-04,0.00585781,0.0118453,-0.0031875,,-6.220e-04,0.518828
-6.200e-04,0.00584531,0.0117,-0.00290625,,-6.200e-04,0.5175
-6.180e-04,0.00582656,0.0114891,-0.00334375,,-6.180e-04,0.512969
-6.160e-04,0.00577656,0.0113859,-0.00334375,,-6.160e-04,0.511484
-6.140e-04,0.00575313,0.0114,-0.0033125,,-6.140e-04,0.505
-6.120e-04,0.00575625,0.0112859,-0.0031875,,-6.120e-04,0.509687
-6.100e-04,0.00574844,0.0112609,-0.0030625,,-6.100e-04,0.515859
-6.080e-04,0.00572031,0.0113547,-0.003,,-6.080e-04,0.511875
-6.060e-04,0.00570781,0.0112172,-0.00334375,,-6.060e-04,0.512188
-6.040e-04,0.00567031,0.0111766,-0.0030625,,-6.040e-04,0.505313
-6.020e-04,0.0056375,0.0111547,-0.0030625,,-6.020e-04,0.5025
-6.000e-04,0.00561875,0.0110781,-0.0035,,-6.000e-04,0.495234
-5.980e-04,0.00561719,0.0110938,-0.00346875,,-5.980e-04,0.49875
-5.960e-04,0.00558281,0.0111422,-0.0030625,,-5.960e-04,0.496797
-5.940e-04,0.00557031,0.0111672,-0.00325,,-5.940e-04,0.498047
-5.920e-04,0.00557813,0.0112047,-0.0030625,,-5.920e-04,0.502031
-5.900e-04,0.00553281,0.0112281,-0.00325,,-5.900e-04,0.503594
-5.880e-04,0.00551719,0.0111625,-0.00365625,,-5.880e-04,0.508437
-5.860e-04,0.0055,0.0108188,-0.0031875,,-5.860e-04,0.502266
-5.840e-04,0.00543594,0.0108594,-0.00334375,,-5.840e-04,0.505391
-5.820e-04,0.00543437,0.0108297,-0.00346875,,-5.820e-04,0.505625
-5.800e-04,0.00541875,0.0107688,-0.00334375,,-5.800e-04,0.515547
-5.780e-04,0.00539531,0.0107484,-0.0030625,,-5.780e-04,0.513203
-5.760e-04,0.0053875,0.0107219,-0.0035,,-5.760e-04,0.520859
-5.740e-04,0.005375,0.0106516,-0.00371875,,-5.740e-04,0.518516
-5.720e-04,0.00535,0.0106078,-0.003,,-5.720e-04,0.526016
-5.700e-04,0.005325,0.0105672,-0.00290625,,-5.700e-04,0.521016
-5.680e-04,0.00532188,0.0104484,-0.003,,-5.680e-04,0.519375
-5.660e-04,0.00526875,0.0104078,-0.0033125,,-5.660e-04,0.511719
-5.640e-04,0.00526563,0.0104484,-0.00334375,,-5.640e-04,0.512969
-5.620e-04,0.00526563,0.010575,-0.00309375,,-5.620e-04,0.516563
-5.600e-04,0.00524531,0.0105594,-0.003,,-5.600e-04,0.5175
-5.580e-04,0.0052375,0.0105375,-0.00284375,,-5.580e-04,0.511172
-5.560e-04,0.005225,0.0105297,-0.0030625,,-5.560e-04,0.508984
-5.540e-04,0.00517656,0.0104922,-0.00278125,,-5.540e-04,0.508047
-5.520e-04,0.00516719,0.0104766,-0.0029375,,-5.520e-04,0.505234
-5.500e-04,0.00515156,0.010575,-0.00265625,,-5.500e-04,0.511094
-5.480e-04,0.00513438,0.0105297,-0.00334375,,-5.480e-04,0.513437
-5.460e-04,0.00510313,0.0105469,-0.00290625,,-5.460e-04,0.520859
-5.440e-04,0.00607031,0.0106031,0.382688,,-5.440e-04,0.638906
-5.420e-04,0.00681719,0.0106344,0.556562,,-5.420e-04,0.697187
-5.400e-04,0.00718281,0.0105375,0.568688,,-5.400e-04,0.729453
-5.380e-04,0.00747813,0.0104781,0.580187,,-5.380e-04,0.765781
-5.360e-04,0.0077625,0.0101891,0.589812,,-5.360e-04,0.796641
-5.340e-04,0.00803594,0.0102703,0.597,,-5.340e-04,0.836875
-5.320e-04,0.00831094,0.010225,0.602719,,-5.320e-04,0.859375
-5.300e-04,0.00860781,0.0101156,0.607906,,-5.300e-04,0.896641
-5.280e-04,0.00888125,0.0103391,0.611906,,-5.280e-04,0.921875
-5.260e-04,0.00914531,0.0101969,0.615938,,-5.260e-04,0.945078
-5.240e-04,0.00939531,0.0102328,0.618812,,-5.240e-04,0.965859
-5.220e-04,0.00964375,0.0101969,0.621719,,-5.220e-04,0.975469
-5.200e-04,0.00990313,0.0102484,0.624313,,-5.200e-04,0.996328
-5.180e-04,0.0101266,0.0101203,0.626031,,-5.180e-04,1.00719
-5.160e-04,0.0103547,0.0101391,0.628156,,-5.160e-04,1.02695
-5.140e-04,0.0106109,0.0102688,0.629844,,-5.140e-04,1.0518
-5.120e-04,0.0108422,0.010375,0.631125,,-5.120e-04,1.08289
-5.100e-04,0.0110531,0.0104969,0.632188,,-5.100e-04,1.1018
-5.080e-04,0.0112969,0.0103844,0.632844,,-5.080e-04,1.11016
-5.060e-04,0.0114844,0.0103922,0.634094,,-5.060e-04,1.14227
-5.040e-04,0.0116922,0.0102828,0.635437,,-5.040e-04,1.15852
-5.020e-04,0.0118797,0.0102625,0.636437,,-5.020e-04,1.17125
-5.000e-04,0.0120734,0.0104156,0.637094,,-5.000e-04,1.20945
-4.980e-04,0.0122609,0.0103844,0.637906,,-4.980e-04,1.23445
-4.960e-04,0.0124547,0.0104047,0.637875,,-4.960e-04,1.27109
-4.940e-04,0.0126422,0.0103828,0.63925,,-4.940e-04,1.30297
-4.920e-04,0.0127969,0.0103344,0.63975,,-4.920e-04,1.31563
-4.900e-04,0.0129906,0.0102125,0.64,,-4.900e-04,1.31969
-4.880e-04,0.0131578,0.0103219,0.640906,,-4.880e-04,1.32961
-4.860e-04,0.0133375,0.0102484,0.641125,,-4.860e-04,1.34414
-4.840e-04,0.0135281,0.0102094,0.642094,,-4.840e-04,1.36539
-4.820e-04,0.0137078,0.0102859,0.642031,,-4.820e-04,1.38172
-4.800e-04,0.0138906,0.0104531,0.642625,,-4.800e-04,1.39898
-4.780e-04,0.0140688,0.010425,0.643156,,-4.780e-04,1.41211
-4.760e-04,0.0142469,0.0104641,0.643813,,-4.760e-04,1.39758
-4.740e-04,0.0144141,0.0104359,0.643969,,-4.740e-04,1.41219
-4.720e-04,0.0145547,0.0105094,0.644469,,-4.720e-04,1.40695
-4.700e-04,0.0147391,0.0106953,0.644313,,-4.700e-04,1.42625
-4.680e-04,0.0149203,0.0107203,0.645062,,-4.680e-04,1.44367
-4.660e-04,0.0150797,0.0107969,0.645219,,-4.660e-04,1.4625
-4.640e-04,0.0152469,0.0109453,0.644938,,-4.640e-04,1.4925
-4.620e-04,0.0153891,0.0109234,0.645031,,-4.620e-04,1.51398
-4.600e-04,0.0155438,0.0109031,0.644969,,-4.600e-04,1.50828
-4.580e-04,0.0156937,0.0109812,0.645625,,-4.580e-04,1.51047
-4.560e-04,0.0158359,0.0109563,0.646094,,-4.560e-04,1.52766
-4.540e-04,0.0159578,0.0109047,0.646406,,-4.540e-04,1.54117
-4.520e-04,0.0161281,0.0108438,0.646031,,-4.520e-04,1.55516
-4.500e-04,0.016275,0.0108422,0.646406,,-4.500e-04,1.57352
-4.480e-04,0.0164297,0.0108516,0.646687,,-4.480e-04,1.5968
-4.460e-04,0.0165703,0.0108313,0.646844,,-4.460e-04,1.60117
-4.440e-04,0.0166891,0.0108625,0.646844,,-4.440e-04,1.59805
-4.420e-04,0.0168188,0.0108625,0.647062,,-4.420e-04,1.59594
-4.400e-04,0.0169656,0.0108781,0.647469,,-4.400e-04,1.60016
-4.380e-04,0.0170938,0.0108672,0.647406,,-4.380e-04,1.5868
-4.360e-04,0.0172203,0.0110172,0.647813,,-4.360e-04,1.61125
-4.340e-04,0.0173312,0.0110875,0.647656,,-4.340e-04,1.61305
-4.320e-04,0.0174656,0.0111969,0.648219,,-4.320e-04,1.61102
-4.300e-04,0.0175984,0.0112813,0.648125,,-4.300e-04,1.61453
-4.280e-04,0.0177094,0.011325,0.648281,,-4.280e-04,1.62195
-4.260e-04,0.0178344,0.0113922,0.648125,,-4.260e-04,1.61492
-4.240e-04,0.0179406,0.0114594,0.648531,,-4.240e-04,1.60508
-4.220e-04,0.01805,0.01135,0.648188,,-4.220e-04,1.61438
-4.200e-04,0.01815,0.0114156,0.648375,,-4.200e-04,1.59391
-4.180e-04,0.0182641,0.0115328,0.648312,,-4.180e-04,1.62516
-4.160e-04,0.0183781,0.0115703,0.648594,,-4.160e-04,1.64039
-4.140e-04,0.0184891,0.0115656,0.649031,,-4.140e-04,1.64211
-4.120e-04,0.0185937,0.0114391,0.649125,,-4.120e-04,1.6425
-4.100e-04,0.0186672,0.0116016,0.649281,,-4.100e-04,1.63539
-4.080e-04,0.0187891,0.0114062,0.649125,,-4.080e-04,1.65234
-4.060e-04,0.0188938,0.0113859,0.649406,,-4.060e-04,1.65609
-4.040e-04,0.0189875,0.0114438,0.65025,,-4.040e-04,1.67133
-4.020e-04,0.0190984,0.0115375,0.649906,,-4.020e-04,1.66797
-4.000e-04,0.0191828,0.0116188,0.64975,,-4.000e-04,1.68672
-3.980e-04,0.0192797,0.0116359,0.650094,,-3.980e-04,1.69273
-3.960e-04,0.019375,0.0117313,0.649656,,-3.960e-04,1.68844
-3.940e-04,0.0194703,0.0116719,0.64975,,-3.940e-04,1.67648
-3.920e-04,0.0195531,0.0118297,0.650312,,-3.920e-04,1.65766
-3.900e-04,0.0196422,0.0117984,0.650563,,-3.900e-04,1.64367
-3.880e-04,0.0197266,0.0119469,0.650406,,-3.880e-04,1.65039
-3.860e-04,0.019825,0.0120781,0.650625,,-3.860e-04,1.64156
-3.840e-04,0.0199063,0.0120453,0.650344,,-3.840e-04,1.65867
-3.820e-04,0.0200156,0.0121344,0.650719,,-3.820e-04,1.65055
-3.800e-04,0.0200844,0.0122313,0.649844,,-3.800e-04,1.67641
-3.780e-04,0.0201703,0.0122406,0.650625,,-3.780e-04,1.65688
-3.760e-04,0.0202391,0.0120703,0.650406,,-3.760e-04,1.67258
-3.740e-04,0.0203172,0.0121016,0.650906,,-3.740e-04,1.66977
-3.720e-04,0.0204297,0.0121875,0.65075,,-3.720e-04,1.68594
-3.700e-04,0.0204984,0.0122641,0.650875,,-3.700e-04,1.70828
-3.680e-04,0.0205719,0.0122859,0.651312,,-3.680e-04,1.71664
-3.660e-04,0.0206859,0.0123578,0.651281,,-3.660e-04,1.715
-3.640e-04,0.0207719,0.0124844,0.651781,,-3.640e-04,1.72945
-3.620e-04,0.020825,0.0124281,0.651438,,-3.620e-04,1.7182
-3.600e-04,0.0209063,0.012325,0.651312,,-3.600e-04,1.71109
-3.580e-04,0.020975,0.0123906,0.651719,,-3.580e-04,1.69828
-3.560e-04,0.0210812,0.0124688,0.651938,,-3.560e-04,1.68227
-3.540e-04,0.0211375,0.0126453,0.652375,,-3.540e-04,1.68719
-3.520e-04,0.0212266,0.0128219,0.652344,,-3.520e-04,1.68797
-3.500e-04,0.0212922,0.0128687,0.652344,,-3.500e-04,1.68
-3.480e-04,0.0213656,0.0129094,0.651969,,-3.480e-04,1.66945
-3.460e-04,0.0214219,0.0129469,0.652781,,-3.460e-04,1.65195
-3.440e-04,0.0214953,0.0130813,0.65275,,-3.440e-04,1.6418
-3.420e-04,0.0215438,0.0130453,0.6525,,-3.420e-04,1.62609
-3.400e-04,0.0216172,0.0130453,0.652687,,-3.400e-04,1.65047
-3.380e-04,0.0216844,0.0131188,0.652281,,-3.380e-04,1.65
-3.360e-04,0.0217453,0.0132766,0.6525,,-3.360e-04,1.64828
-3.340e-04,0.0218109,0.013125,0.652656,,-3.340e-04,1.65672
-3.320e-04,0.0218734,0.0131469,0.652125,,-3.320e-04,1.64672
-3.300e-04,0.0219422,0.0132078,0.652656,,-3.300e-04,1.64305
-3.280e-04,0.0220156,0.0132438,0.652594,,-3.280e-04,1.65203
-3.260e-04,0.0220703,0.0130688,0.652281,,-3.260e-04,1.66875
-3.240e-04,0.0221172,0.0131906,0.652531,,-3.240e-04,1.6557
-3.220e-04,0.0221859,0.0131938,0.652781,,-3.220e-04,1.66883
-3.200e-04,0.0222531,0.0133828,0.652594,,-3.200e-04,1.67539
-3.180e-04,0.0223141,0.0134469,0.652844,,-3.180e-04,1.6575
-3.160e-04,0.0223797,0.0134344,0.6535,,-3.160e-04,1.66648
-3.140e-04,0.0224203,0.0133609,0.653469,,-3.140e-04,1.64336
-3.120e-04,0.0224734,0.0134391,0.653875,,-3.120e-04,1.63797
-3.100e-04,0.0225469,0.0134953,0.6535,,-3.100e-04,1.63367
-3.080e-04,0.0225922,0.0135188,0.653469,,-3.080e-04,1.6382
-3.060e-04,0.0226609,0.0137063,0.653312,,-3.060e-04,1.62227
-3.040e-04,0.0227172,0.013925,0.653719,,-3.040e-04,1.63523
-3.020e-04,0.0227406,0.0141578,0.653344,,-3.020e-04,1.61438
-3.000e-04,0.0228063,0.014125,0.6535,,-3.000e-04,1.61008
-2.980e-04,0.0228469,0.014125,0.653813,,-2.980e-04,1.60711
-2.960e-04,0.0229047,0.0139656,0.653969,,-2.960e-04,1.60852
-2.940e-04,0.0229406,0.0141453,0.65375,,-2.940e-04,1.60797
-2.920e-04,0.0229891,0.014125,0.65325,,-2.920e-04,1.61344
-2.900e-04,0.0230391,0.0141422,0.653563,,-2.900e-04,1.62266
-2.880e-04,0.0230703,0.0142438,0.653875,,-2.880e-04,1.62625
-2.860e-04,0.0231641,0.0142156,0.654062,,-2.860e-04,1.63156
-2.840e-04,0.0231844,0.0142219,0.654312,,-2.840e-04,1.62938
-2.820e-04,0.0232375,0.01415,0.654062,,-2.820e-04,1.62797
-2.800e-04,0.0232953,0.0141094,0.653906,,-2.800e-04,1.62977
-2.780e-04,0.0233547,0.0142359,0.654156,,-2.780e-04,1.62461
-2.760e-04,0.0233828,0.014425,0.654625,,-2.760e-04,1.63156
-2.740e-04,0.0234453,0.0145766,0.654687,,-2.740e-04,1.62461
-2.720e-04,0.0235063,0.0147313,0.654,,-2.720e-04,1.61555
-2.700e-04,0.0235422,0.0148328,0.654469,,-2.700e-04,1.60836
-2.680e-04,0.0235938,0.0149172,0.655125,,-2.680e-04,1.60633
-2.660e-04,0.0236156,0.0150156,0.654813,,-2.660e-04,1.58
-2.640e-04,0.0236594,0.0150875,0.654813,,-2.640e-04,1.57031
-2.620e-04,0.0237203,0.0151687,0.654687,,-2.620e-04,1.57516
-2.600e-04,0.0237609,0.0152047,0.654531,,-2.600e-04,1.56617
-2.580e-04,0.0238094,0.0152391,0.655125,,-2.580e-04,1.56445
-2.560e-04,0.0238469,0.0153328,0.654563,,-2.560e-04,1.56828
-2.540e-04,0.0239031,0.0153125,0.654406,,-2.540e-04,1.555
-2.520e-04,0.0239156,0.0152063,0.654563,,-2.520e-04,1.56445
-2.500e-04,0.0239688,0.0152344,0.654563,,-2.500e-04,1.54828
-2.480e-04,0.0240062,0.0151813,0.655219,,-2.480e-04,1.55031
-2.460e-04,0.0240625,0.0151484,0.654938,,-2.460e-04,1.54516
-2.440e-04,0.0240938,0.0151703,0.654875,,-2.440e-04,1.54094
-2.420e-04,0.0241469,0.0152594,0.654969,,-2.420e-04,1.54961
-2.400e-04,0.024175,0.0153875,0.654813,,-2.400e-04,1.55898
-2.380e-04,0.024225,0.0153438,0.655219,,-2.380e-04,1.5532
-2.360e-04,0.0242688,0.0154,0.655438,,-2.360e-04,1.54992
-2.340e-04,0.0242906,0.0154219,0.654875,,-2.340e-04,1.54383
-2.320e-04,0.0243219,0.0154531,0.655438,,-2.320e-04,1.54141
-2.300e-04,0.0243875,0.0154953,0.655844,,-2.300e-04,1.53758
-2.280e-04,0.0244078,0.0156641,0.656031,,-2.280e-04,1.54242
-2.260e-04,0.0244359,0.0157375,0.655906,,-2.260e-04,1.54695
-2.240e-04,0.0244609,0.01595,0.655687,,-2.240e-04,1.53641
-2.220e-04,0.0245203,0.0160953,0.654938,,-2.220e-04,1.53906
-2.200e-04,0.0245141,0.0161719,0.655094,,-2.200e-04,1.52219
-2.180e-04,0.0245688,0.0160828,0.654781,,-2.180e-04,1.50945
-2.160e-04,0.0245891,0.0160828,0.655031,,-2.160e-04,1.50094
-2.140e-04,0.0246219,0.0161391,0.655125,,-2.140e-04,1.50773
-2.120e-04,0.0246469,0.0162266,0.654813,,-2.120e-04,1.50773
-2.100e-04,0.0246766,0.0163063,0.655094,,-2.100e-04,1.50547
-2.080e-04,0.0247109,0.0163625,0.654938,,-2.080e-04,1.51734
-2.060e-04,0.0247359,0.01645,0.655375,,-2.060e-04,1.51938
-2.040e-04,0.0247844,0.0164609,0.6555,,-2.040e-04,1.5132
-2.020e-04,0.0247969,0.0163953,0.655188,,-2.020e-04,1.5057
-2.000e-04,0.0248328,0.0163109,0.655531,,-2.000e-04,1.5007
-1.980e-04,0.0248734,0.0164703,0.655344,,-1.980e-04,1.50938
-1.960e-04,0.0248938,0.0164969,0.655438,,-1.960e-04,1.51297
-1.940e-04,0.0249469,0.0165547,0.655844,,-1.940e-04,1.51398
-1.920e-04,0.024975,0.0166813,0.656,,-1.920e-04,1.51602
-1.900e-04,0.0250047,0.0167828,0.655531,,-1.900e-04,1.5175
-1.880e-04,0.0250281,0.0169031,0.6555,,-1.880e-04,1.50508
-1.860e-04,0.0250453,0.016875,0.655687,,-1.860e-04,1.49875
-1.840e-04,0.0250688,0.0168625,0.655531,,-1.840e-04,1.50031
-1.820e-04,0.0251094,0.0170578,0.656031,,-1.820e-04,1.49609
-1.800e-04,0.0251344,0.01705,0.65625,,-1.800e-04,1.4968
-1.780e-04,0.0251594,0.0173516,0.655844,,-1.780e-04,1.49109
-1.760e-04,0.0252109,0.0174125,0.655687,,-1.760e-04,1.48867
-1.740e-04,0.025225,0.0174484,0.656,,-1.740e-04,1.47289
-1.720e-04,0.0252484,0.0174453,0.655625,,-1.720e-04,1.47008
-1.700e-04,0.0252563,0.0172578,0.655531,,-1.700e-04,1.46828
-1.680e-04,0.0252813,0.0172703,0.655906,,-1.680e-04,1.46422
-1.660e-04,0.0253266,0.0173172,0.656312,,-1.660e-04,1.46922
-1.640e-04,0.0253547,0.0171813,0.656406,,-1.640e-04,1.47695
-1.620e-04,0.0253906,0.0173172,0.656438,,-1.620e-04,1.48891
-1.600e-04,0.0254219,0.0173906,0.656188,,-1.600e-04,1.48633
-1.580e-04,0.0254391,0.0175141,0.655906,,-1.580e-04,1.48578
-1.560e-04,0.0254844,0.0175172,0.656188,,-1.560e-04,1.4768
-1.540e-04,0.0254891,0.0175172,0.656563,,-1.540e-04,1.47273
-1.520e-04,0.0255031,0.0175125,0.656844,,-1.520e-04,1.47148
-1.500e-04,0.02555,0.0176672,0.656594,,-1.500e-04,1.47914
-1.480e-04,0.0255734,0.0177,0.656906,,-1.480e-04,1.47141
-1.460e-04,0.0256109,0.0178672,0.656563,,-1.460e-04,1.46336
-1.440e-04,0.0256344,0.018,0.656969,,-1.440e-04,1.46281
-1.420e-04,0.0256781,0.0180953,0.656312,,-1.420e-04,1.45312
-1.400e-04,0.0256828,0.0182437,0.65625,,-1.400e-04,1.44422
-1.380e-04,0.0256953,0.0181266,0.6565,,-1.380e-04,1.42945
-1.360e-04,0.0257188,0.0181219,0.656563,,-1.360e-04,1.42242
-1.340e-04,0.0257438,0.0181359,0.656563,,-1.340e-04,1.41219
-1.320e-04,0.0257719,0.0183219,0.656156,,-1.320e-04,1.41898
-1.300e-04,0.0257797,0.0183125,0.656844,,-1.300e-04,1.42109
-1.280e-04,0.0258172,0.0183828,0.65625,,-1.280e-04,1.42344
-1.260e-04,0.0258422,0.0182125,0.65675,,-1.260e-04,1.4232
-1.240e-04,0.0258609,0.0182781,0.656344,,-1.240e-04,1.42297
-1.220e-04,0.0258906,0.0183094,0.6565,,-1.220e-04,1.41148
-1.200e-04,0.0258953,0.0182531,0.656312,,-1.200e-04,1.4043
-1.180e-04,0.0259422,0.0182031,0.656844,,-1.180e-04,1.40234
-1.160e-04,0.0259641,0.0183266,0.656719,,-1.160e-04,1.40492
-1.140e-04,0.0259719,0.0184844,0.657,,-1.140e-04,1.41102
-1.120e-04,0.026,0.0185422,0.65675,,-1.120e-04,1.4143
-1.100e-04,0.0260406,0.0185656,0.656906,,-1.100e-04,1.40961
-1.080e-04,0.0260359,0.0185125,0.656906,,-1.080e-04,1.40852
-1.060e-04,0.0260719,0.0185859,0.656906,,-1.060e-04,1.39828
-1.040e-04,0.0260969,0.0185969,0.657406,,-1.040e-04,1.39187
-1.020e-04,0.0261141,0.0187281,0.657156,,-1.020e-04,1.39023
-1.000e-04,0.026125,0.0187609,0.657625,,-1.000e-04,1.39758
-9.800e-05,0.0261531,0.0189766,0.657875,,-9.800e-05,1.39242
