Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,,Waveform Type,ANALOG
-7.240e-04,0.0081625,0.0109156,-0.00996875,,-7.240e-04,1.36266
-7.220e-04,0.00812188,0.0110094,-0.0100938,,-7.220e-04,1.35273
-7.200e-04,0.00807969,0.0109359,-0.01025,,-7.200e-04,1.36195
-7.180e-04,0.00802031,0.0107609,-0.01025,,-7.180e-04,1.37258
-7.160e-04,0.0079875,0.010675,-0.0107188,,-7.160e-04,1.37711
-7.140e-04,0.00793906,0.0106641,-0.010625,,-7.140e-04,1.37094
-7.120e-04,0.00788906,0.01055,-0.0102188,,-7.120e-04,1.37312
-7.100e-04,0.00783281,0.0105125,-0.0102188,,-7.100e-04,1.365
-7.080e-04,0.00780313,0.0106641,-0.0104688,,-7.080e-04,1.36047
-7.060e-04,0.00779063,0.0106547,-0.0098125,,-7.060e-04,1.36305
-7.040e-04,0.00774375,0.0105016,-0.0100938,,-7.040e-04,1.37227
-7.020e-04,0.00770313,0.0104688,-0.01025,,-7.020e-04,1.39469
-7.000e-04,0.00764844,0.0102859,-0.0103125,,-7.000e-04,1.38156
-6.980e-04,0.00761719,0.0103344,-0.01025,,-6.980e-04,1.38125
-6.960e-04,0.00758125,0.0102813,-0.0102188,,-6.960e-04,1.37422
-6.940e-04,0.00752656,0.0101406,-0.0105625,,-6.940e-04,1.36172
-6.920e-04,0.00752813,0.0101437,-0.0105,,-6.920e-04,1.35273
-6.900e-04,0.00747188,0.0102813,-0.01,,-6.900e-04,1.3507
-6.880e-04,0.00744219,0.0102,-0.010375,,-6.880e-04,1.3675
-6.860e-04,0.00739844,0.00999063,-0.0104063,,-6.860e-04,1.3818
-6.840e-04,0.00736094,0.0100016,-0.0108125,,-6.840e-04,1.37719
-6.820e-04,0.00732344,0.00997656,-0.010375,,-6.820e-04,1.37656
-6.800e-04,0.00727969,0.00985469,-0.01,,-6.800e-04,1.37945
-6.780e-04,0.00726406,0.0097875,-0.00975,,-6.780e-04,1.37945
-6.760e-04,0.00721875,0.0098875,-0.0098125,,-6.760e-04,1.38016
-6.740e-04,0.00719062,0.00988281,-0.0096875,,-6.740e-04,1.37672
-6.720e-04,0.0071625,0.00972656,-0.00996875,,-6.720e-04,1.37539
-6.700e-04,0.007125,0.00981875,-0.010375,,-6.700e-04,1.37148
-6.680e-04,0.00706875,0.00974531,-0.0104063,,-6.680e-04,1.4032
-6.660e-04,0.00702031,0.00975,-0.010375,,-6.660e-04,1.3857
-6.640e-04,0.0070125,0.00966406,-0.0103125,,-6.640e-04,1.37922
-6.620e-04,0.00699063,0.009775,-0.0101563,,-6.620e-04,1.38078
-6.600e-04,0.00695781,0.00973437,-0.0100625,,-6.600e-04,1.37359
-6.580e-04,0.00692656,0.00967969,-0.0102188,,-6.580e-04,1.36875
-6.560e-04,0.00690156,0.00955781,-0.0102188,,-6.560e-04,1.37391
-6.540e-04,0.00685625,0.00942031,-0.01,,-6.540e-04,1.38203
-6.520e-04,0.00684063,0.00927031,-0.010625,,-6.520e-04,1.37703
-6.500e-04,0.00679687,0.009375,-0.0104063,,-6.500e-04,1.36883
-6.480e-04,0.00677188,0.0093875,-0.01025,,-6.480e-04,1.35195
-6.460e-04,0.00673906,0.00925469,-0.010375,,-6.460e-04,1.35109
-6.440e-04,0.00669531,0.00931875,-0.0100625,,-6.440e-04,1.34352
-6.420e-04,0.00667969,0.00935937,-0.0103125,,-6.420e-04,1.33852
-6.400e-04,0.00665469,0.00915312,-0.010625,,-6.400e-04,1.35156
-6.380e-04,0.006625,0.00892188,-0.0104063,,-6.380e-04,1.34781
-6.360e-04,0.00657188,0.008925,-0.0103125,,-6.360e-04,1.34883
-6.340e-04,0.00653125,0.0087875,-0.0105625,,-6.340e-04,1.33844
-6.320e-04,0.00650469,0.00870625,-0.010375,,-6.320e-04,1.33352
-6.300e-04,0.00647969,0.00879062,-0.0102188,,-6.300e-04,1.32508
-6.280e-04,0.00645469,0.00870625,-0.0103125,,-6.280e-04,1.3332
-6.260e-04,0.00642344,0.00877969,-0.0100625,,-6.260e-04,1.33008
-6.240e-04,0.00639063,0.00868594,-0.0103125,,-6.240e-04,1.33781
-6.220e-04,0.00637031,0.008625,-0.0108125,,-6.220e-04,1.35813
-6.200e-04,0.00634219,0.00846563,-0.010625,,-6.200e-04,1.36969
-6.180e-04,0.00630937,0.00836875,-0.0106563,,-6.180e-04,1.3707
-6.160e-04,0.00629219,0.00837188,-0.0103125,,-6.160e-04,1.35453
-6.140e-04,0.00626406,0.00833906,-0.010375,,-6.140e-04,1.335
-6.120e-04,0.00623125,0.00836562,-0.0101563,,-6.120e-04,1.35234
-6.100e-04,0.0062,0.00825938,-0.0101563,,-6.100e-04,1.35867
-6.080e-04,0.00618281,0.00821875,-0.0102188,,-6.080e-04,1.34969
-6.060e-04,0.00614219,0.00810938,-0.0103125,,-6.060e-04,1.36883
-6.040e-04,0.00612656,0.00803594,-0.0100938,,-6.040e-04,1.37102
-6.020e-04,0.00608125,0.00806719,-0.01025,,-6.020e-04,1.35813
-6.000e-04,0.00607656,0.008,-0.01025,,-6.000e-04,1.35477
-5.980e-04,0.00604844,0.00799375,-0.0105625,,-5.980e-04,1.3368
-5.960e-04,0.00600937,0.00800312,-0.010375,,-5.960e-04,1.32547
-5.940e-04,0.00597969,0.00803125,-0.0102188,,-5.940e-04,1.33648
-5.920e-04,0.0059625,0.0079125,-0.01025,,-5.920e-04,1.36961
-5.900e-04,0.00593438,0.00786406,-0.0104063,,-5.900e-04,1.34617
-5.880e-04,0.00591875,0.00786563,-0.0105,,-5.880e-04,1.37984
-5.860e-04,0.00588125,0.00775938,-0.0103125,,-5.860e-04,1.38219
-5.840e-04,0.005875,0.0078125,-0.0102188,,-5.840e-04,1.33875
-5.820e-04,0.00585,0.00769531,-0.0105625,,-5.820e-04,1.34359
-5.800e-04,0.00581406,0.00775,-0.0104688,,-5.800e-04,1.34523
-5.780e-04,0.00579219,0.00773594,-0.0104063,,-5.780e-04,1.34297
-5.760e-04,0.00577344,0.00760156,-0.0101563,,-5.760e-04,1.32297
-5.740e-04,0.00575625,0.00761406,-0.00990625,,-5.740e-04,1.34297
-5.720e-04,0.00572813,0.00762188,-0.0101563,,-5.720e-04,1.35094
-5.700e-04,0.00569219,0.00749844,-0.0101563,,-5.700e-04,1.35508
-5.680e-04,0.00569063,0.00738906,-0.0105625,,-5.680e-04,1.33703
-5.660e-04,0.0056625,0.00732031,-0.0102188,,-5.660e-04,1.32969
-5.640e-04,0.00564375,0.00744219,-0.0103125,,-5.640e-04,1.33531
-5.620e-04,0.00561719,0.00752031,-0.0102188,,-5.620e-04,1.33703
-5.600e-04,0.00560313,0.00740469,-0.010375,,-5.600e-04,1.31992
-5.580e-04,0.00558281,0.00744688,-0.00990625,,-5.580e-04,1.33789
-5.560e-04,0.00555625,0.00727969,-0.0100938,,-5.560e-04,1.33555
-5.540e-04,0.00552813,0.00705938,-0.0105,,-5.540e-04,1.34008
-5.520e-04,0.00552969,0.00702813,-0.010375,,-5.520e-04,1.32148
-5.500e-04,0.00548906,0.00695469,-0.0100625,,-5.500e-04,1.32656
-5.480e-04,0.00547188,0.006975,-0.01025,,-5.480e-04,1.29484
-5.460e-04,0.00544844,0.00682812,-0.0104063,,-5.460e-04,1.28664
-5.440e-04,0.00545469,0.00702031,-0.0101563,,-5.440e-04,1.27719
-5.420e-04,0.00540625,0.00689375,-0.010375,,-5.420e-04,1.27687
-5.400e-04,0.00540312,0.00690625,-0.01025,,-5.400e-04,1.27477
-5.380e-04,0.00537344,0.00680156,-0.0102188,,-5.380e-04,1.27766
-5.360e-04,0.00535469,0.00682188,-0.0100938,,-5.360e-04,1.2493
-5.340e-04,0.00533281,0.00679687,-0.0100938,,-5.340e-04,1.23828
-5.320e-04,0.00532188,0.00684844,-0.0102188,,-5.320e-04,1.23141
-5.300e-04,0.00527344,0.00682969,-0.0103125,,-5.300e-04,1.23195
-5.280e-04,0.00527344,0.00662188,-0.01,,-5.280e-04,1.22523
-5.260e-04,0.00524531,0.00665469,-0.0102188,,-5.260e-04,1.2368
-5.240e-04,0.00523125,0.00652031,-0.01025,,-5.240e-04,1.2607
-5.220e-04,0.00519219,0.00655625,-0.0102188,,-5.220e-04,1.25844
-5.200e-04,0.00515937,0.00647656,-0.0105,,-5.200e-04,1.24328
-5.180e-04,0.00515937,0.00642188,-0.00990625,,-5.180e-04,1.24063
-5.160e-04,0.00513125,0.00651094,-0.01,,-5.160e-04,1.23219
-5.140e-04,0.00509844,0.006375,-0.0100625,,-5.140e-04,1.22148
-5.120e-04,0.00510938,0.00635313,-0.0102188,,-5.120e-04,1.23922
-5.100e-04,0.00507031,0.00627656,-0.0100625,,-5.100e-04,1.24102
-5.080e-04,0.0050375,0.00614531,-0.0103125,,-5.080e-04,1.23672
-5.060e-04,0.00502813,0.00606875,-0.00996875,,-5.060e-04,1.23531
-5.040e-04,0.00500937,0.00611094,-0.0100938,,-5.040e-04,1.22859
-5.020e-04,0.00500156,0.00596875,-0.0100625,,-5.020e-04,1.23352
-5.000e-04,0.00521094,0.00621094,-0.0100625,,-5.000e-04,1.02664
-4.980e-04,0.00651719,0.00620781,-0.00959375,,-4.980e-04,0.929844
-4.960e-04,0.00691406,0.00619062,-0.0100625,,-4.960e-04,0.885234
-4.940e-04,0.00724375,0.00619062,-0.00996875,,-4.940e-04,0.848047
-4.920e-04,0.00753125,0.00623906,-0.0100625,,-4.920e-04,0.825625
-4.900e-04,0.00779219,0.00608906,-0.01,,-4.900e-04,0.805391
-4.880e-04,0.00809687,0.00611406,-0.0100938,,-4.880e-04,0.773984
-4.860e-04,0.00836875,0.00627344,-0.01,,-4.860e-04,0.741797
-4.840e-04,0.00865313,0.00622813,-0.0098125,,-4.840e-04,0.718047
-4.820e-04,0.0088875,0.00626719,-0.00984375,,-4.820e-04,0.703906
-4.800e-04,0.00915781,0.00630937,-0.0102188,,-4.800e-04,0.682422
-4.780e-04,0.009425,0.00622031,-0.0100938,,-4.780e-04,0.654687
-4.760e-04,0.00964062,0.00615156,-0.0104688,,-4.760e-04,0.647891
-4.740e-04,0.00990937,0.00610156,-0.0106563,,-4.740e-04,0.625625
-4.720e-04,0.0101312,0.006125,-0.0101563,,-4.720e-04,0.616563
-4.700e-04,0.0103828,0.00620313,-0.0105625,,-4.700e-04,0.593438
-4.680e-04,0.0105938,0.0063,-0.0100938,,-4.680e-04,0.582422
-4.660e-04,0.0108375,0.00633438,-0.0102188,,-4.660e-04,0.580156
-4.640e-04,0.0110656,0.00626719,-0.010375,,-4.640e-04,0.559922
-4.620e-04,0.0112937,0.00627969,-0.0100625,,-4.620e-04,0.553047
-4.600e-04,0.0115172,0.00616719,-0.00984375,,-4.600e-04,0.549687
-4.580e-04,0.0116953,0.00615781,-0.0102188,,-4.580e-04,0.543516
-4.560e-04,0.0119078,0.00615937,-0.01025,,-4.560e-04,0.535312
-4.540e-04,0.0120938,0.00635313,-0.0104688,,-4.540e-04,0.525469
-4.520e-04,0.0122797,0.00630781,-0.0102188,,-4.520e-04,0.514375
-4.500e-04,0.0124641,0.00627344,-0.0098125,,-4.500e-04,0.509609
-4.480e-04,0.0126516,0.00635781,-0.0100625,,-4.480e-04,0.500625
-4.460e-04,0.0128453,0.00625938,-0.0100625,,-4.460e-04,0.503672
-4.440e-04,0.0130031,0.00626719,-0.0100938,,-4.440e-04,0.495469
-4.420e-04,0.0131797,0.00629375,-0.0100938,,-4.420e-04,0.488594
-4.400e-04,0.0133563,0.00642344,-0.0101563,,-4.400e-04,0.481484
-4.380e-04,0.0135516,0.00640625,-0.01025,,-4.380e-04,0.469141
-4.360e-04,0.0137109,0.00652813,-0.01025,,-4.360e-04,0.464297
-4.340e-04,0.0139047,0.0066375,-0.00984375,,-4.340e-04,0.462891
-4.320e-04,0.0140813,0.00676406,-0.00965625,,-4.320e-04,0.457422
-4.300e-04,0.0142391,0.00669531,-0.00990625,,-4.300e-04,0.463125
-4.280e-04,0.0143984,0.00671563,-0.01,,-4.280e-04,0.457813
-4.260e-04,0.0145688,0.00675938,-0.00996875,,-4.260e-04,0.448672
-4.240e-04,0.0147547,0.00670313,-0.0102188,,-4.240e-04,0.446797
-4.220e-04,0.0149094,0.00676875,-0.01,,-4.220e-04,0.45
-4.200e-04,0.0150875,0.00680938,-0.0096875,,-4.200e-04,0.443984
-4.180e-04,0.0152594,0.00687656,-0.0095625,,-4.180e-04,0.433281
-4.160e-04,0.0153844,0.00686875,-0.00996875,,-4.160e-04,0.432109
-4.140e-04,0.0155234,0.0068375,-0.010375,,-4.140e-04,0.431953
-4.120e-04,0.0156734,0.0068125,-0.0103125,,-4.120e-04,0.437734
-4.100e-04,0.0158469,0.00682969,-0.0100625,,-4.100e-04,0.426953
-4.080e-04,0.0159938,0.00673437,-0.0102188,,-4.080e-04,0.432422
-4.060e-04,0.0161453,0.00686563,-0.0100625,,-4.060e-04,0.43125
-4.040e-04,0.0162906,0.00687031,-0.0102188,,-4.040e-04,0.42375
-4.020e-04,0.0164297,0.00705156,-0.00990625,,-4.020e-04,0.426875
-4.000e-04,0.0165703,0.00706875,-0.01025,,-4.000e-04,0.427578
-3.980e-04,0.0166813,0.00696719,-0.0103125,,-3.980e-04,0.424922
-3.960e-04,0.0168156,0.00714219,-0.01025,,-3.960e-04,0.421953
-3.940e-04,0.0169375,0.00712969,-0.01025,,-3.940e-04,0.428047
-3.920e-04,0.0170656,0.00716719,-0.0100938,,-3.920e-04,0.422578
-3.900e-04,0.0172172,0.00718594,-0.0103125,,-3.900e-04,0.421328
-3.880e-04,0.0173438,0.0073375,-0.0098125,,-3.880e-04,0.41625
-3.860e-04,0.0174594,0.00747813,-0.00990625,,-3.860e-04,0.418125
-3.840e-04,0.0175656,0.00743438,-0.00996875,,-3.840e-04,0.415469
-3.820e-04,0.0176891,0.00739375,-0.0102188,,-3.820e-04,0.415156
-3.800e-04,0.0178172,0.00734375,-0.0104063,,-3.800e-04,0.414922
-3.780e-04,0.0179469,0.00739063,-0.0101563,,-3.780e-04,0.427187
-3.760e-04,0.0180344,0.00743906,-0.01025,,-3.760e-04,0.420313
-3.740e-04,0.0181438,0.00747813,-0.0103125,,-3.740e-04,0.415547
-3.720e-04,0.0182656,0.00756719,-0.0101563,,-3.720e-04,0.412578
-3.700e-04,0.0183734,0.00764531,-0.0101563,,-3.700e-04,0.412031
-3.680e-04,0.0184844,0.007675,-0.0101563,,-3.680e-04,0.412187
-3.660e-04,0.0185937,0.00767813,-0.010375,,-3.660e-04,0.410234
-3.640e-04,0.0186703,0.00764063,-0.0104063,,-3.640e-04,0.415703
-3.620e-04,0.0187641,0.00765469,-0.0102188,,-3.620e-04,0.413203
-3.600e-04,0.0188875,0.00767813,-0.0105625,,-3.600e-04,0.409062
-3.580e-04,0.0189828,0.00767813,-0.0103125,,-3.580e-04,0.410781
-3.560e-04,0.0190969,0.00768281,-0.01,,-3.560e-04,0.404844
-3.540e-04,0.0191719,0.00788438,-0.0101563,,-3.540e-04,0.408594
-3.520e-04,0.0192844,0.007925,-0.01025,,-3.520e-04,0.407813
-3.500e-04,0.0193609,0.00801875,-0.01025,,-3.500e-04,0.411172
-3.480e-04,0.0194547,0.00793281,-0.0104063,,-3.480e-04,0.415781
-3.460e-04,0.0195125,0.00796719,-0.0103125,,-3.460e-04,0.416563
-3.440e-04,0.019625,0.0079625,-0.0106563,,-3.440e-04,0.415547
-3.420e-04,0.0197141,0.00799063,-0.0108125,,-3.420e-04,0.41125
-3.400e-04,0.0198,0.00807656,-0.0103125,,-3.400e-04,0.411328
-3.380e-04,0.0198859,0.00816875,-0.010375,,-3.380e-04,0.410469
-3.360e-04,0.0199781,0.00821875,-0.0106563,,-3.360e-04,0.412187
-3.340e-04,0.0200656,0.00809531,-0.0103125,,-3.340e-04,0.414297
-3.320e-04,0.020125,0.00803594,-0.010375,,-3.320e-04,0.417266
-3.300e-04,0.0202438,0.00816875,-0.0103125,,-3.300e-04,0.419063
-3.280e-04,0.0203359,0.00817656,-0.01025,,-3.280e-04,0.414141
-3.260e-04,0.0203891,0.00840156,-0.01025,,-3.260e-04,0.416016
-3.240e-04,0.0204656,0.0084,-0.010375,,-3.240e-04,0.417969
-3.220e-04,0.0205641,0.00868125,-0.0104688,,-3.220e-04,0.411641
-3.200e-04,0.0206281,0.00867656,-0.0105,,-3.200e-04,0.416328
-3.180e-04,0.0207234,0.00870156,-0.0107188,,-3.180e-04,0.419687
-3.160e-04,0.0207969,0.00857969,-0.0103125,,-3.160e-04,0.422734
-3.140e-04,0.0208641,0.00863594,-0.0104063,,-3.140e-04,0.425859
-3.120e-04,0.0209391,0.00872969,-0.0105,,-3.120e-04,0.419453
-3.100e-04,0.0210266,0.00865781,-0.0100625,,-3.100e-04,0.423984
-3.080e-04,0.0210953,0.00867813,-0.0102188,,-3.080e-04,0.423438
-3.060e-04,0.0211578,0.00872188,-0.010375,,-3.060e-04,0.424453
-3.040e-04,0.0212469,0.00887188,-0.0102188,,-3.040e-04,0.427422
-3.020e-04,0.0213,0.00892188,-0.0100625,,-3.020e-04,0.430547
-3.000e-04,0.0213797,0.00883125,-0.00996875,,-3.000e-04,0.428828
-2.980e-04,0.0214375,0.00896094,-0.010375,,-2.980e-04,0.435625
-2.960e-04,0.0215219,0.00910781,-0.0098125,,-2.960e-04,0.429844
-2.940e-04,0.0215875,0.00910781,-0.01,,-2.940e-04,0.429844
-2.920e-04,0.0216563,0.00923281,-0.00996875,,-2.920e-04,0.426016
-2.900e-04,0.0217188,0.00932031,-0.0102188,,-2.900e-04,0.430156
-2.880e-04,0.0217922,0.00932344,-0.010375,,-2.880e-04,0.43125
-2.860e-04,0.0218594,0.00951875,-0.0105,,-2.860e-04,0.432812
-2.840e-04,0.0219219,0.00950156,-0.0102188,,-2.840e-04,0.438438
-2.820e-04,0.0219688,0.00948125,-0.01025,,-2.820e-04,0.439375
-2.800e-04,0.0220297,0.009425,-0.010375,,-2.800e-04,0.440937
-2.780e-04,0.0220953,0.00952656,-0.0105625,,-2.780e-04,0.440312
-2.760e-04,0.0221578,0.00970469,-0.0100938,,-2.760e-04,0.437344
-2.740e-04,0.0222453,0.00976562,-0.0100938,,-2.740e-04,0.431875
-2.720e-04,0.022275,0.00998125,-0.0100625,,-2.720e-04,0.432188
-2.700e-04,0.0223406,0.0099375,-0.0100625,,-2.700e-04,0.440312
-2.680e-04,0.0223969,0.00990469,-0.0102188,,-2.680e-04,0.441719
-2.660e-04,0.0224453,0.00982188,-0.010375,,-2.660e-04,0.441641
-2.640e-04,0.0225109,0.00998125,-0.0100938,,-2.640e-04,0.44
-2.620e-04,0.0225984,0.00999063,-0.0104688,,-2.620e-04,0.438516
-2.600e-04,0.0226281,0.0101063,-0.0100938,,-2.600e-04,0.441172
-2.580e-04,0.0226656,0.0102328,-0.0102188,,-2.580e-04,0.437734
-2.560e-04,0.0227203,0.0102859,-0.0105625,,-2.560e-04,0.438828
-2.540e-04,0.0227812,0.01035,-0.0101563,,-2.540e-04,0.446094
-2.520e-04,0.0228484,0.01035,-0.0105,,-2.520e-04,0.453047
-2.500e-04,0.0228828,0.0104109,-0.0104688,,-2.500e-04,0.449375
-2.480e-04,0.0229047,0.0103906,-0.01025,,-2.480e-04,0.455937
-2.460e-04,0.0230141,0.0104453,-0.0104063,,-2.460e-04,0.454453
-2.440e-04,0.0230516,0.0104984,-0.0105,,-2.440e-04,0.451016
-2.420e-04,0.0230922,0.010575,-0.0100625,,-2.420e-04,0.450781
-2.400e-04,0.0231484,0.0105453,-0.0100938,,-2.400e-04,0.453203
-2.380e-04,0.0231922,0.010525,-0.010625,,-2.380e-04,0.461406
-2.360e-04,0.0232406,0.0105672,-0.0104688,,-2.360e-04,0.463203
-2.340e-04,0.0232891,0.0106187,-0.0105625,,-2.340e-04,0.465859
-2.320e-04,0.0233297,0.0106031,-0.01025,,-2.320e-04,0.464141
-2.300e-04,0.0233828,0.0105375,-0.0105,,-2.300e-04,0.462656
-2.280e-04,0.0234375,0.0107203,-0.01025,,-2.280e-04,0.463594
-2.260e-04,0.0234656,0.0108188,-0.0103125,,-2.260e-04,0.468125
-2.240e-04,0.0235172,0.0108922,-0.0103125,,-2.240e-04,0.461953
-2.220e-04,0.0235672,0.0109188,-0.0104688,,-2.220e-04,0.468359
-2.200e-04,0.0236078,0.0109484,-0.0105,,-2.200e-04,0.471484
-2.180e-04,0.0236594,0.0108797,-0.010875,,-2.180e-04,0.471328
-2.160e-04,0.0236922,0.0108922,-0.0103125,,-2.160e-04,0.471094
-2.140e-04,0.0237453,0.0109734,-0.0102188,,-2.140e-04,0.467578
-2.120e-04,0.0237813,0.0110469,-0.010375,,-2.120e-04,0.464688
-2.100e-04,0.0238172,0.0112969,-0.0104688,,-2.100e-04,0.471172
-2.080e-04,0.0238578,0.0113578,-0.0105625,,-2.080e-04,0.472031
-2.060e-04,0.0239109,0.0114188,-0.00996875,,-2.060e-04,0.468359
-2.040e-04,0.0239406,0.0112937,-0.0100625,,-2.040e-04,0.477344
-2.020e-04,0.0239766,0.0113375,-0.0100938,,-2.020e-04,0.482266
-2.000e-04,0.0240172,0.0113375,-0.0105625,,-2.000e-04,0.481406
-1.980e-04,0.0240578,0.0114719,-0.0103125,,-1.980e-04,0.477969
-1.960e-04,0.0241156,0.0115578,-0.010375,,-1.960e-04,0.476875
-1.940e-04,0.0241234,0.0116344,-0.010625,,-1.940e-04,0.477031
-1.920e-04,0.0241766,0.0117031,-0.010625,,-1.920e-04,0.477031
-1.900e-04,0.0242078,0.0117656,-0.010375,,-1.900e-04,0.482656
-1.880e-04,0.0242641,0.0117813,-0.01025,,-1.880e-04,0.478594
-1.860e-04,0.0243094,0.0118531,-0.010625,,-1.860e-04,0.483828
-1.840e-04,0.0243469,0.0117516,-0.0104063,,-1.840e-04,0.488047
-1.820e-04,0.0243719,0.0117813,-0.01025,,-1.820e-04,0.487422
-1.800e-04,0.0244328,0.0118984,-0.0100625,,-1.800e-04,0.489687
-1.780e-04,0.0244516,0.0119281,-0.0100938,,-1.780e-04,0.489219
-1.760e-04,0.0244891,0.0120578,-0.0104688,,-1.760e-04,0.492109
-1.740e-04,0.0245047,0.0121344,-0.0101563,,-1.740e-04,0.495234
-1.720e-04,0.0245328,0.0120969,-0.0105625,,-1.720e-04,0.499297
-1.700e-04,0.0245609,0.0120828,-0.0103125,,-1.700e-04,0.502031
-1.680e-04,0.0246094,0.0120625,-0.0102188,,-1.680e-04,0.499141
-1.660e-04,0.0246625,0.0122453,-0.0105,,-1.660e-04,0.49625
-1.640e-04,0.024675,0.0122656,-0.01,,-1.640e-04,0.498125
-1.620e-04,0.0247109,0.0124469,-0.01,,-1.620e-04,0.502578
-1.600e-04,0.0247484,0.0125688,-0.01,,-1.600e-04,0.502031
-1.580e-04,0.0247766,0.0125844,-0.0103125,,-1.580e-04,0.504062
-1.560e-04,0.0248188,0.0125484,-0.0100938,,-1.560e-04,0.507969
-1.540e-04,0.0248391,0.0126922,-0.0102188,,-1.540e-04,0.510391
-1.520e-04,0.0248734,0.0126656,-0.0103125,,-1.520e-04,0.5125
-1.500e-04,0.0248984,0.0127688,-0.0103125,,-1.500e-04,0.505703
-1.480e-04,0.0249313,0.0128125,-0.0103125,,-1.480e-04,0.504375
-1.460e-04,0.0249672,0.0129109,-0.0101563,,-1.460e-04,0.509766
-1.440e-04,0.0249953,0.0131656,-0.01025,,-1.440e-04,0.50875
-1.420e-04,0.0250375,0.01315,-0.0100938,,-1.420e-04,0.509766
-1.400e-04,0.0250656,0.013025,-0.01,,-1.400e-04,0.511719
-1.380e-04,0.0250766,0.0129828,-0.0101563,,-1.380e-04,0.521797
-1.360e-04,0.0251063,0.0130719,-0.0105,,-1.360e-04,0.518047
-1.340e-04,0.0251438,0.0130375,-0.0102188,,-1.340e-04,0.516641
-1.320e-04,0.0251719,0.0131984,-0.0101563,,-1.320e-04,0.516406
-1.300e-04,0.0252047,0.0132875,-0.01,,-1.300e-04,0.523828
-1.280e-04,0.0252328,0.0133219,-0.0100938,,-1.280e-04,0.520781
-1.260e-04,0.0252641,0.0133781,-0.0100625,,-1.260e-04,0.524609
-1.240e-04,0.0252969,0.0133531,-0.0100938,,-1.240e-04,0.527969
-1.220e-04,0.0253094,0.0134391,-0.0102188,,-1.220e-04,0.530391
-1.200e-04,0.0253531,0.0134109,-0.0100625,,-1.200e-04,0.532344
-1.180e-04,0.025375,0.0134219,-0.0103125,,-1.180e-04,0.532031
-1.160e-04,0.0253984,0.0135484,-0.0104063,,-1.160e-04,0.531953
